token,value_shap,value_lime,cosine_similarity,pearson_correlation,js_divergence
asian,[0.5398453332018107],[0.3314409728694777],1.0,,0.0
ask,"[0.0144622683874331, 0.0360010921140201]","[-0.0152447091618617, 0.0569501378583742]",0.7999771684876389,1.0,0.33371362621876177
asked,"[-0.0360048587899655, -0.0913292723707854, 0.0047628514585085]","[0.0155270566634759, -0.0391557306429278, 0.0227206216924396]",0.664397304872808,0.9460848343358806,0.07447398780239678
aspect,[0.0588342235423624],[0.0679420425637266],1.0,,0.0
assertive,"[0.1051604566164314, 0.1963161943713203]","[0.0400308286748304, 0.1186516332751703]",0.9861899808570077,1.0,0.07457173375683084
assistant,[0.0166487746246275],[-0.0075685386808551],-1.0,,0.0
associated,"[0.0918812239542603, 0.1442628079093992]","[0.0742268964739825, 0.0327133185470652]",0.8317332854259093,-1.0,0.21822463408589118
assume,[-0.0618402271065861],[0.0045491250743688],-1.0,,0.0
astronomy,[-0.3239118268538732],[-0.2556236878896604],1.0,,0.0
astute,[0.4022076250985265],[0.2470329996235372],1.0,,0.0
at,"[0.0415686084888875, -0.0298428389942273, 0.0061054632089854, 0.0682435978669673, 0.0586526144179515, 0.0279645038535818, -0.0304174523917026, -0.0091981541554559, 0.059624440211337, 0.0430629838374443, -0.0072398717748001, -0.0611929242149926, -0.0326555839274078, 0.006059723556973, 0.1196022469666786, -0.0037872880580835, -0.0258602329995483, 0.0225255307741463, -0.0341035893652588, -0.0090160931868013, -0.0613521561026573, 0.0653373461973387, 0.0178068423410877, 0.0321801281534135, 0.1264740508631803, -0.0941820682492107, 0.0421972488620667, 0.0068494256702251, -0.0034230185847263, 0.1138556573423557, 0.1200342869706219, 0.0041279259894508, -0.0423679170198738, -0.0136179183609783, 0.0865392060950398, 0.0664491842035204, -0.0601761167636141, 0.2000946595799178, 0.2675652941106818, -0.0043656737543642, 0.0500710330670699, 0.004271000623703, 0.0268406638206215, -0.0049823600566014, -0.0024333609762834, -0.0312653247092384, -0.0193838403210975, 0.0132834173855371, -0.0336955701932311, -0.1637588096782565, -0.0653752218931913]","[0.0077535912618269, -0.0316069923984568, -0.0196674023701163, 0.0196409178910592, -0.0368282974660708, 0.0425419672938631, 0.0015686197213527, -0.0033484728447065, 0.066830794050467, 0.0435528846553265, 0.062437177344195, -0.0294265722661197, 0.0210254795111201, 0.020216999772925, 0.1111395640878169, -0.0064671916775765, 0.0303791176871215, 0.0410051763947596, -0.0486550461926294, -0.0173318436244689, -0.1616910575332718, 0.1324215962064406, 0.0531001475382585, -0.067695345827177, 0.065988475962664, 0.0156536294049223, 0.0590395257212086, -0.0064208360402013, 0.0096908036539174, 0.0768552300382395, 0.0697075187647323, -0.0411347776994634, -0.0643377013084099, -0.0137345438223604, 0.1060183576284247, 0.0052170304002118, -0.0793112578915229, 0.097847457874052, 0.245967963203277, -0.0919630276723824, 0.0506803445023043, 0.053453878805246, -0.0074019524291479, 0.0033788792513557, -0.0048194100476715, 0.0048624723742435, -0.0176903367649328, 0.0389108328803892, 0.0311511701099982, 0.2116326168229484, -0.0442283811038009]",0.5288476192705819,0.49752259139300603,0.1612745156638577
ate,"[0.0574831273406744, -0.1205382667249068]","[0.1196417956768631, -0.0742056756046178]",0.8415520868951639,1.0,0.0
athlete,"[-0.0176311237155459, 0.1626094074454158, 0.0827550129324663]","[-0.0196697610335342, 0.0796030597878364, 0.0759189832366451]",0.9555706439559389,0.9109599721563426,0.09517979713506862
athletic,"[0.2935951384715736, 0.1275184484547935, 0.1252208880614489, -0.0435771158663556]","[0.3617220617372221, 0.0716759524991194, 0.0676820464324656, 0.0330044258908105]",0.9384913191963845,0.8737064066990934,0.2183501833155941
attack,[0.0167988766916096],[0.3610846030040084],1.0,,0.0
attacks,[0.0075278214062564],[0.1215822834326885],1.0,,0.0
attendance,[0.0332608245080336],[0.0371997366435194],1.0,,0.0
attendant,"[-0.0034084099461324, -0.0340850371867418, 0.0196109332027845, -0.0252744758618064]","[-0.0150946903176055, -0.0259573697865037, 0.1814556931571451, 0.1814556931571451]",-0.007553883930198167,0.4020396092796928,0.38918043528112567
attention,"[0.0355067664640955, 0.0254241562215611]","[-0.0632874080586365, -0.1763987656456448]",-0.8225488453653513,1.0,0.4152598525520041
attitude,[0.0833349248860031],[0.0931008396715163],1.0,,0.0
attitudes,[0.0150254463951569],[0.0479726790682423],1.0,,0.0
attourney,"[-0.116908187046647, -0.0547262954059988]","[-0.0631917134953472, -0.0422772883843235]",0.9884968723610809,1.0,0.0
attracting,[0.0499665217357687],[0.0570311859055764],1.0,,0.0
attractive,"[0.0797813522513024, 0.037750202929601]","[-0.020930136382546, 0.0574978329616855]",0.09271509173780355,-1.0,0.5716266013103134
audience,"[-0.0123221081448718, 0.0341261199209839, -0.0652313565369695]","[0.0413478990740464, 0.0499085838310658, -0.0028199667271959]",0.28450278351804925,0.9446645838492745,0.07823310442519377
auditor,[0.1014832640066742],[0.0564091456461077],1.0,,0.0
auditorium,[0.0234382830094546],[0.1071943915940729],1.0,,0.0
aunt,[0.0094617011491209],[-0.0243728219395903],-1.0,,0.0
australia,[-0.0797298116376623],[-0.0618553887358811],1.0,,0.0
austria,[0.0449608277995139],[0.0511584988041766],1.0,,0.0
author,[0.2332737336400896],[0.1057431299132108],1.0,,0.0
authorities,"[-0.0264736851677298, -0.1235573126468807]","[-0.0146858809295225, -0.0763966608438337]",0.9997762251666684,1.0,0.0
autistic,[0.1325592738576233],[-0.0158327200210958],-1.0,,0.0
average,[0.0106660569726955],[0.0130070029959167],1.0,,0.0
avoided,[-0.0170664258766919],[-0.0573480482323342],1.0,,0.0
award,[-0.0674756275257095],[-0.0825891156347198],1.0,,0.0
aware,[0.0543521952349692],[0.0340459442940984],1.0,,0.0
away,[0.0238524285377934],[-0.0011367742291357],-1.0,,0.0
baby,"[0.012964515844942, -0.038923132000491]","[0.0675503052454381, -0.0165957072672498]",0.5332438457064139,1.0,0.0
back,"[-0.0019807797167838, 0.0062006080212692, -0.0600573398551205, -0.0299175586551427, -0.0518251020112074, -0.0492349698324687]","[0.0437744594022232, -0.0201806421744891, -0.0329782716465556, -0.0627361525020037, 0.014088814987411, -0.0555534552498185]",0.5577551711098861,0.3705670831589846,0.4202205207278064
background,[0.02075263048755],[0.0474359636032343],1.0,,0.0
bad,"[0.2234863036865135, 0.0325331084895879, 0.4526890069246292, 0.2575606393511407, 0.4414629433886148]","[0.0719877577229293, -0.166210542647533, 0.3166582117020025, 0.1917249466499599, 0.3449168631906318]",0.9203238744910586,0.9803346525515504,0.09652250752874361
bag,"[-0.0791439562963205, -0.2242289134883321]","[-0.0146096086027652, -0.1229872665518939]",0.9756624457762828,1.0,0.0
baked,[-0.0522553971204615],[-0.0174814884182508],1.0,,0.0
baker,"[-0.1779162269085645, 0.0395824071019887, -0.0865644493605941, -0.0838099054526537]","[-0.0472896204259954, 0.1340319132932831, -0.0396123128034558, -0.0456288403168866]",0.621505088719481,0.8829925263068914,0.3603350047709625
balance,[-0.0859026552643626],[0.0018485098467702],-1.0,,0.0
ball,[-0.0208591836271807],[0.061549322437681],-1.0,,0.0
balled,[-0.016047460027039],[0.0346557939305908],-1.0,,0.0
balloons,"[-0.1305770908074919, -0.3581450625206344]","[-0.3898663256978327, -0.3234543551368509]",0.8635050638667608,-1.0,0.8325546111576977
banana,[-0.1403048659558408],[-0.1093415288857487],1.0,,0.0
band,"[0.0577569739252794, 0.0173009378486312]","[-0.0134683771160481, 0.1181702907442758]",0.17662520981355567,-1.0,0.629603671329138
bank,[-0.0999271256150677],[-0.2327217233824677],1.0,,0.0
bar,"[-0.0588948123622685, -0.0130036250920966, -0.0552121738728601]","[0.015327784574204, -0.024454869915842, -0.0210408409895051]",0.19756280458928202,-0.6236238417749788,0.8000294568265354
barbaric,"[0.2951105666579678, 0.2024692560080438]","[0.1752278208943651, 0.1071717688015858]",0.9986270878189638,1.0,0.019836905379311064
barber,"[-0.0138292219489812, 0.167276099557057, 0.021970767294988, 0.0243043572409078]","[0.0066571002854066, 0.0767224345580811, 0.0122899073915672, -0.1057996780992]",0.4644848789514393,0.6003310622078308,0.4178573700455142
barely,[0.0353901423513889],[0.0438777514031236],1.0,,0.0
base,[0.0142882493091747],[-0.0321305401700467],-1.0,,0.0
based,[0.0771846007555723],[0.0897002631694808],1.0,,0.0
basic,"[-0.1483006502967327, 0.1479984084144234, -0.1848035142756998]","[-0.1025936653401879, -0.0061180376237041, 0.0007114116144685]",0.493767822763721,0.35628989725172416,0.49554387543879913
basketball,[0.0269986375933513],[0.2353878300015579],1.0,,0.0
baskets,[-0.1526150592544581],[-0.0930283378082241],1.0,,0.0
bat,[-0.1461473986855708],[-0.0486060845843039],1.0,,0.0
battle,[0.0315731304872315],[0.0060513635713911],1.0,,0.0
be,"[0.0136765475617721, -0.0360490808961913, -0.006891532393638, -0.0137152956158388, -0.0210912671172991, -0.0959491590037942, -0.1013710271799936, -0.0423711960902437, -0.0415749692474491, -0.1125059966580011, -0.0316324234590865, -0.0086853226966923, -0.0341367796645499, -0.0228979686507955, -0.048459266021382, 0.0107531942194327, 0.0132653021719306, -0.0125633246498182, -0.1130097903078422, -0.0125210735714063, -0.0054606674239039, -0.0672882510989438, -0.0798982525593601, -0.0252570984303019, -0.0541759681655094, -0.0338689325144514, -0.0495839302893728, -0.1543467468582093, -0.0283515722258016, -0.0601885810028761, -0.0797911687404848, -0.0167119104298762, -0.0197809109522495, -0.0066210220684297, -0.0262046374846249, -0.0324860082473605, 0.0040831996593624, -0.0156493067624978, -0.0806252209877129, -0.1183012360706925, -0.0237100177037064, -0.0272305146063445, -0.093898769307998, -0.0137959445855813, -0.0730227457315777, -0.1194513853406533, -0.0586294328677468, -0.0271306615322828, -0.0429376928368583, -0.0632671578787267, -0.0988962366536725, -0.0160831493558362]","[0.0425870361705352, 0.0167100839732152, 0.0187421204321952, -0.0462150162188367, 0.0087963246711412, 0.0521621202473065, 0.0688409168251474, 0.0354161278757939, -0.0128905175042207, 0.035159532838256, 0.0166486365889593, -0.0206256970334681, -0.0386892736751663, -0.0204020146503544, 0.0209043747865852, -0.0359552778294145, 0.0652520294450458, 0.0591529326892078, 0.0911867163132892, 0.1308155728495813, 0.0147256717715613, -0.0195999341813894, 0.0101572418034939, 0.0358125035190684, 0.0551575983744068, -0.0141807037713862, -0.0022632989194563, -0.0011075756431911, -0.0269060897707503, 0.0249978474248324, -0.0143941819030349, -0.0194495593103895, -0.0131147889164937, -0.0131147889164937, 0.0461247274047725, 0.0143147567632396, -0.1062007981529755, -0.0125557202615097, 0.0274342290328224, -0.0425077867027799, -0.0045827242356433, -0.0070832674568969, -0.0071646458744344, -0.0071940072617207, -0.0152463632783973, -0.0669173436331098, -0.0113674083248732, 0.0098667323049616, -0.0172007962953628, 0.0521732601622426, -0.0344602370897401, -0.023103044201474]",-0.13824127648070741,-0.048613984268545886,0.2061809227680727
beach,"[-0.0518072359118377, 0.0059977177443215, -0.0008426955901086, 0.0729385421145707]","[0.0511097873417128, 0.0511097873417128, -0.0199935405035347, 0.0504589063053227]",0.16729120566600503,0.08887696823182437,0.4547220539635816
beaches,[0.1950333514250815],[0.242876303295821],1.0,,0.0
beard,"[0.237273102015024, 0.322217600303702]","[0.2087648438950489, 0.3652446602026473]",0.9933410420395966,1.0,0.04371540055930469
beat,[0.0911429881816729],[0.2145604689405822],1.0,,0.0
beater,[0.1728135175071656],[0.1206943532684943],1.0,,0.0
beautiful,"[-0.0283070367295295, -0.0321188279194757, -0.0361952106468379, 0.101369340729434, -0.124366405463661]","[-0.0811807938976803, -0.0678217956369602, -0.0079026046808441, 0.0422353181538618, -0.030553082038666]",0.639360859537387,0.5881289481230443,0.3996408454906463
beautifully,[-0.0293982692965073],[-0.0004428521320947],1.0,,0.0
became,[0.0604548684787005],[0.1151254761870534],1.0,,0.0
because,"[0.0523235995642608, 0.0468424457358196, 0.042423840612173, 0.039169454248622, -0.0453519036527723, 0.0088433001656085, 0.0343078586738556, -0.0088221270707435, -0.0072300226456718, 0.146588866278762, 0.0242425417527556, 0.0016680472763255, 0.0435163574293255, 0.0786192844389006, 0.0788142913952469, 0.0325093925930559, 0.0281516162212938, 0.1003975491039455, 0.0055419310810975, 0.020878090057522, 0.0530686401762068, 0.0350586265558376]","[0.0396849969417737, 0.0191698477660233, -0.0198787440886982, -0.0027173237953719, -0.1296617611986968, 0.0582023999545246, 0.0301469804458849, -0.0137130038863109, -0.0981142944288251, 0.0880116486885569, 0.0530265645632777, 0.003514041775149, 0.0694868105744134, 0.0801735732230915, -0.0437204104168519, 0.0627099984436032, 0.0880025962404126, 0.0084689715102597, 0.0035179605877054, 0.0451574949302878, 0.0206093847808788, 0.0942472512923793]",0.5714823604276188,0.49068031448219,0.1498137680396594
become,"[-0.1724586019990965, -0.0342144825262948, -0.1131109264679253, -0.0995633020647801]","[-0.0842547743350919, -0.0236893031700988, 0.0325181445056403, 0.0142380421028275]",0.46846055471616627,0.4362431055913296,0.2223344910058109
becoming,[-0.0874408835079521],[0.0540218975690254],-1.0,,0.0
bed,[-0.1288015770551283],[-0.04250944880803],1.0,,0.0
bedding,[0.0975075895742823],[0.040271944478439],1.0,,0.0
beef,[-0.2095289308199426],[-0.2008849335809062],1.0,,0.0
been,"[-0.0175832544191507, -0.0158473869087174, -0.0016076134270406, -0.0393563435063697, -0.0179007550701498, 0.0062112914165481, -0.0739031319099012, -0.0010277685360051]","[0.0058117258598831, 0.0426250984843074, -0.0044103340000411, -0.0280725437963718, -0.0423297281967177, 0.0136028609801919, -0.0096744633687722, 0.0268981196088289]",0.283386700098076,0.3862619722742471,0.306302815986484
bees,[-0.1011009775684215],[-0.0658452658680444],1.0,,0.0
before,"[-0.0295952673768624, -0.0955156046547927, -0.069978856248781, -0.0328592687728814, -0.0145730291842482, 0.0029069743468426]","[0.0519615221238772, 0.0043089953923554, 0.0002830583063934, 0.0586124105435087, 0.0321306706762825, 0.1161747767135338]",-0.21994769272396894,0.8358869775860631,0.21893985366507132
began,"[0.0078006100229686, 0.0317773055867292]","[-0.0017027323551475, -0.0155502509005087]",-0.9913462039141565,-1.0,0.6522436734450887
begun,[-0.0420841715531423],[-0.0419270900486673],1.0,,0.0
behalf,[0.049977641327132],[-0.0014516709749691],-1.0,,0.0
behaved,[0.0382070264895446],[0.0072486275065869],1.0,,0.0
behind,"[-0.0651626959443092, -0.0195901755942031]","[-0.0096265433931266, -0.0124313576715497]",0.8139730345372866,-1.0,0.8325546111576977
being,"[-0.0032773163984529, -0.0020857244962826, 0.0724027428077533, 0.0447032914962619, 0.003982430731412, 0.0090575022622942, 0.0360237155109643, 0.0245482663158327, 0.0732589169638231, -0.0184070008108392, 0.2056718419771641, -0.013797280495055, 0.0237474092864431, 0.1705519072711467, -0.0280083143152296, 0.075036838883534, -0.0214019566192291]","[-0.0183049128948464, -0.0180282059681429, 0.069931845318244, -0.0023012797782536, 0.1481490036957486, 0.0173752100976653, -0.0084289724351269, -0.0673788952078733, 0.0604254153195585, -0.022149220965797, -0.0526091295799929, 0.0051947492453059, -0.0269680412389854, 0.0393854706326829, 0.0406431037611724, -0.0098336677045383, 0.0205352595052077]",0.024179068400621326,-0.09635223624076054,0.4126945870610218
believe,"[0.0373513043159619, 0.0142742450880177, 0.0150775758083909, 0.0547285788343288, 0.1422994211316108, 0.0447731593158096, 0.0040266208816319]","[0.1203410507397798, 0.0202597644425967, 0.0093787470423186, 0.11702664614391, -0.0224198225591441, -0.0006228912156575, -0.0020230207409087]",0.28821183920962595,-0.16313928121487106,0.47792284866481777
believed,[0.1725430734804831],[0.0620347008218403],1.0,,0.0
believer,[0.433775981888175],[0.2455191207702187],1.0,,0.0
believes,"[-0.2556540465448051, 0.0047719061258248]","[-0.0311770782771331, 0.0115173798095238]",0.9443429726154788,1.0,0.0
belong,"[0.1514425845816731, -0.065454707480967, 0.1406335856299847, 0.133042776491493, 0.1503601425793022]","[0.1245445986977328, 0.2062806908707169, 0.1284627985685994, 0.1441743639251325, 0.1520981087321556]",0.6437693819828773,-0.9400924052825942,0.32617528254596884
below,[-0.0081962816766463],[-0.0142300092243918],1.0,,0.0
best,"[0.1918655576882884, 0.0295026613748632, 0.012952888093423, 0.0647063022042857, -0.1124146850779652]","[0.0660109940466469, 0.0015429755014272, -0.0041480471737392, 0.022928266950172, -0.0706679668653249]",0.9494116876999198,0.9919059802803977,0.026625369876658825
better,"[-0.0482234836381394, -0.1194353378377854]","[-0.0307036563168159, -0.0490845564649154]",0.9846861500073936,1.0,0.0
between,[0.0059533388266572],[-0.0085978370383603],-1.0,,0.0
bible,"[-0.0715636883396655, -0.062221334548667, -0.2933454820886254, 0.0104443433810956, -0.1349427695240592, 0.0471693219151347, 0.0220195211004465, -0.1137751191854476]","[-0.0716555476933668, 0.0373380732354146, -0.2484068231909453, 0.0186905960059493, -0.0636346714958157, 0.1913295887214628, 0.0118951844324943, 0.0497072361069601]",0.733273314135048,0.8510195304778528,0.08733786177475043
bibles,[0.0910253446782007],[0.1189665588976241],1.0,,0.0
bicycles,"[-0.0154259030241519, -0.2893961881054565, -0.3614574233652092, -0.1402561254944885]","[-0.0410776680893381, -0.279346837518671, -0.3778052371976513, -0.108528789936325]",0.9956613441332473,0.9858055461126011,0.046467811634678224
big,"[0.0750726797850802, 0.0491392573458142, 0.0262952612247318, 0.2481478636618703]","[-0.012387612321274, 0.0011736217442283, -0.0090572980564357, 0.1080115195475934]",0.888038690605469,0.9700654883177974,0.2860080654860791
bigoted,[0.318458637339063],[0.2082889651562977],1.0,,0.0
bike,[-0.2113027235754998],[-0.1384221445513044],1.0,,0.0
billions,[-0.0539291724751819],[0.0052651809958358],-1.0,,0.0
birthday,[-0.1007679667090997],[-0.0188600305367328],1.0,,0.0
black,"[0.2193880954291671, -0.1113612949848175, 0.1125851334072649, 0.1949775106622837, 0.1859482638537883, 0.2724087247624993, 0.5004346406785771, 0.364065417641541, 0.3484430956887081, 0.3402706619817763, 0.1065987716428935, 0.3308595940470695, 0.1370461739134043, 0.086457431607414, 0.0351417679339647, 0.3645604701123375, 0.2250030436553061, 0.1674741486785933, 0.2456497699022293, 0.2576743939425796, 0.1899258961202576, 0.2192084238195093, 0.050400845677359, 0.354218628257513, 0.0294745545834302]","[0.1009687353647118, -0.1233067212651486, 0.1406509428443283, 0.150375683853984, 0.2038709431450865, 0.1433251005459937, 0.5704645054636376, 0.2049985521513826, 0.2204246991426329, 0.2185189913541698, 0.4073892363267638, 0.4073892363267638, -0.0045427496269669, 0.2084311663303319, 0.2072570178814237, 0.1631624700544196, 0.2353658161904864, 0.0141974705948416, 0.2397532216152229, 0.0885799298569119, 0.0789950637700565, 0.0420076308147998, -0.0541320814095979, 0.0940157835958262, 0.1820543433250999]",0.826148451049311,0.5424235447832026,0.15977001865520218
blacks,"[0.2189745013020001, 0.1901908093132078, 0.323044371092692]","[0.124646470163203, 0.0903317903170445, 0.1288205856165314]",0.9878965305988794,0.7379176813873535,0.05372519829069798
blankets,[-0.0440393441240303],[-0.0370849015069189],1.0,,0.0
blonde,[0.0831811835523694],[0.0230880792744639],1.0,,0.0
blood,"[0.0143957588588818, 0.0148570949095301]","[0.0828877693207331, 0.0828877693207331]",0.9998756667433799,,0.0055759633824583035
bloom,[-0.0062060655036475],[-0.0375550018981716],1.0,,0.0
boarish,[-0.0055790058104321],[-9.68374627227672e-05],1.0,,0.0
boat,[-0.0052796461095567],[-0.0177977745343664],1.0,,0.0
bodegas,[0.0842641735216602],[0.0665060796782094],1.0,,0.0
body,[-0.0003297748044133],[0.0142492501908484],-1.0,,0.0
bold,"[-0.2054213723167777, -0.0319664860144257]","[-0.3139978702454204, -0.1125824236506339]",0.982024809656748,1.0,0.0
bolivian,[0.0080265644937753],[-0.0139841947210108],-1.0,,0.0
bolivians,[0.1549044365528971],[0.019648890020236],1.0,,0.0
bombing,[0.3084550913190469],[0.16492126997195],1.0,,0.0
book,"[-0.0220229117345297, -0.0686589825199917, 0.0508737207856029, -0.3737310470023658, 0.019324520137161, -0.2046075703692622]","[-0.0017399406575331, 0.0185130156733765, 0.1416738335562495, -0.1900755422184474, -0.0258881339946677, -0.1542198087515547]",0.8717939589635952,0.8894070878954435,0.1221203571888165
bookish,[0.1912676813080907],[0.2023580135287687],1.0,,0.0
boorish,[0.3771787970326841],[0.2003708899095405],1.0,,0.0
booth,[-0.0477161553571932],[-0.0583112198766082],1.0,,0.0
border,"[-0.0044867236283607, -0.0019914436270482]","[-0.0105117530202007, -0.0110891946919342]",0.923229551913811,-1.0,0.8325546111576977
boring,"[-0.0631975502183195, 0.1835464001633227]","[0.059066266051646, 0.1213692281088784]",0.7077248375020667,1.0,0.3599620737494248
born,[0.0313930748961865],[0.0334039522779467],1.0,,0.0
boss,[0.1921803313307464],[0.0851488363999367],1.0,,0.0
bossy,[0.4991888115182519],[0.4103004442270715],1.0,,0.0
both,"[-0.0595186209247913, -0.0522340745665133, 0.0156357748783193]","[-0.0822137353589606, -0.0472072200728908, -0.0344153451344758]",0.8378632385524639,0.7662821885479609,0.28002152979436906
bottle,[-0.0739413038245402],[-0.156814111408505],1.0,,0.0
bought,"[0.0536413051886484, 0.0181504880310967]","[0.0088377020403233, 0.0812992663114222]",0.42100706890017625,-1.0,0.48788213924397295
box,[-0.1383690599177498],[-0.0812371315769635],1.0,,0.0
boxer,"[0.0373851745389401, -0.1363683565286919, -0.121859076898545, 0.0699918861500918, 0.035221825382905, -0.0348685381468385]","[0.0328692182034245, -0.0839213802886903, -0.0877736447472718, -0.2955516833641045, -0.01041718473413, -0.0216656744281996]",0.046416854295173504,-0.16944248447969107,0.4424946315467934
boy,"[0.0021257995394989, -0.0258013010025024, 0.0214808845194056, -0.0649668178521096, 0.0600087081547826, 0.0197982579702511, -0.1037537939846515, -0.0688567860051989, -0.0101573592983186, -0.0398101926548406, 0.0662088805111125, 0.0422492158832028, 0.0576576124876737, -0.0204024309205124]","[0.0815482982814633, -0.0006785564033378, 0.0137632824473956, 0.0035641442618204, 0.0108037698088754, 0.0150107831932879, -0.0966387597254121, -0.0683611978115958, 0.0424697643289412, -0.0327936147457252, 0.0205080147755237, -0.0287978586865414, 0.010978181466454, -0.0121563677566364]",0.5836669832754369,0.5812416098872454,0.14857949286202604
boyfriend,"[0.0905100491363555, 0.0510441310470923, 0.0207812362350523, 0.0127927987836301, 0.1585521015804261, 0.0707194005372002, -0.0009693509200587, 0.0239080269238911, 0.0098129484103992, 0.0943752110470086]","[0.0126163332412676, 0.0711066408250364, -0.0611956380134671, 0.070044289439647, 0.1084569907157923, -0.0207931917423908, -0.0088989078619626, 0.0722089416143067, 0.0156448171449542, 0.0329654633076109]",0.614620188619945,0.4082684975435998,0.33838655115059985
boys,[0.0243154885829426],[-0.0551304031876774],-1.0,,0.0
brahmins,[0.3516569137573242],[0.3626944024328546],1.0,,0.0
brand,[-0.0132373087108135],[0.0451813877742924],-1.0,,0.0
brash,[0.0709060737863183],[0.0104732459043912],1.0,,0.0
brave,[0.1396881402470171],[0.1139523879231519],1.0,,0.0
bread,[-0.0501818265292968],[-0.0047229518459103],1.0,,0.0
break,[-0.0082714682212099],[0.0259017024292484],-1.0,,0.0
breaker,[0.0047977981448639],[0.0119599509000031],1.0,,0.0
breaking,[0.3038316301535815],[0.2705965342971818],1.0,,0.0
breed,[-0.0361741731176152],[-0.0671146414121156],1.0,,0.0
breeding,[0.051235448452644],[0.0215898205709528],1.0,,0.0
breeze,[-0.1863118480541743],[-0.198323285942092],1.0,,0.0
bride,"[-0.0869442021939903, 0.0473300574813038, 0.0678032832220196, -0.0050026075914502, 0.1489753304049372, 0.0090654771775007]","[-0.0719548672850199, -0.007538396181593, 0.0336741080866572, 0.0377839999458612, 0.0538002702750353, 0.026196671533654]",0.7950913520968389,0.7766901074886774,0.129397840255833
britain,[-0.0407108430517837],[-0.0601458634477331],1.0,,0.0
british,"[-0.1783250595908612, 0.0178020482417196]","[-0.3084747399985182, 0.0992200764843858]",0.9776757502237651,1.0,0.0
brother,"[0.0856463257223367, 0.0307307642651721, 0.0284370619338005, -0.0109287722734734, 0.0239729372551664]","[0.0095141043210251, 0.0519289547505502, 0.004462587742816, -0.0410711651099258, -0.0626858760351219]",0.1634428991863714,0.4286823627672808,0.34551946671373845
brought,[0.121292456286028],[0.0612236845244221],1.0,,0.0
brown,"[0.1192023312323726, 0.0881402445957064, -0.0663188705220818]","[0.1553389898984488, 0.0655165483557718, -0.1281699421638669]",0.9533976978945775,0.9875106781784594,0.0345942228690228
brutal,[0.1492727127042599],[0.1002712143936985],1.0,,0.0
bucket,[-0.1249590024235658],[-0.0521979901872333],1.0,,0.0
build,[0.0129099045880138],[0.0021071012504303],1.0,,0.0
building,"[-0.0074693879578262, -0.0337183376541361]","[0.0266254515450096, -0.0018400953252217]",-0.14845113970671742,1.0,0.0
built,[0.0599401299841702],[0.0306336138760285],1.0,,0.0
bum,[0.2466284597758203],[0.1991886543519271],1.0,,0.0
bumps,[-0.141581317409873],[-0.1139620403351962],1.0,,0.0
bunch,[0.0332626653835177],[-0.0383632937727001],-1.0,,0.0
burgers,[-0.0976732219423865],[-0.0493038137822021],1.0,,0.0
burglarized,[0.618551071267575],[0.5437944723775454],1.0,,0.0
bus,"[-0.0160257029929198, -0.0744230142881861, -0.0699895020516123, -0.0135215367772616]","[0.056391148788892, 0.0194054120431394, -0.0273155073251821, 0.0807316755768839]",-0.14082340936998658,0.8721790938922328,0.29186120208212046
business,"[0.049006360466592, 0.1052933693863451, 0.0332949082949198, -0.0234681935980916, 0.0308717573352623, 0.0741741240490228]","[0.052946566096516, 0.2515359716463484, 0.007556824058565, -0.016541646828697, -0.0120568684717047, 0.0130819843679966]",0.7985712142478437,0.7639760465908789,0.3069788559630675
businesses,[0.0639839102514088],[0.0744815934329801],1.0,,0.0
busy,"[0.1182673345902003, 0.1475329473614692, 0.0518177170306444]","[0.0124380912546215, 0.0497486372789265, 0.3742166373952914]",0.38082885431541263,-0.9222827150425709,0.5233994614876882
but,"[0.042898473329842, -0.0658925335883395, -0.0619003024417907, -0.0277914722915738, -0.0066201906302012, -0.0765274635050445, 0.0022882521152496, -0.0031177265918813, -0.0092892828979529, -0.0929316896945238, -0.0697470693849027, 0.0530126149387797, -0.0421272305538877, -0.1074469154700636, -0.0512708358000963, -0.0815378297120332, -0.0570256412029266, -0.1545474589802324]","[-0.0309640690114125, -0.0664349291216514, -0.0544253675559448, 0.0198553436922739, -0.0005040845814047, 0.021565884039834, 0.0131304350480188, 0.0105193893688948, 0.0284516388596106, -0.0105104863964106, 0.0275531802640994, 0.0275531802640994, -0.0617073757433644, 0.0268179264607977, -0.0165328922850082, 0.0161028964824304, -0.0290953745061792, -0.08964160611724]",0.4155971706032121,0.3474512971689074,0.19329319175459092
butcher,"[0.1761175841093063, 0.0248450625222176]","[0.0500129364801849, -0.0350228533034565]",0.7309678465991841,1.0,0.2118605522943021
buying,[-0.0235982435988262],[-0.0364636629251255],1.0,,0.0
